tenure_months,monthly_charges,total_charges,support_tickets,late_payments,contract_type,internet_service,paperless_billing,churn
65,53.37,3272.12,2,2,Month-to-month,Fiber,Yes,0
53,93.43,4996.56,0,0,Month-to-month,Fiber,Yes,0
8,50.4,512.51,4,0,Two year,Fiber,Yes,1
28,115.66,3229.48,2,0,One year,Fiber,Yes,0
20,41.66,897.91,2,0,Month-to-month,Fiber,Yes,0
13,103.21,1352.07,2,0,One year,Fiber,No,1
61,53.59,3190.45,2,3,Month-to-month,None,No,1
45,120.33,5334.0,2,3,Month-to-month,DSL,Yes,1
13,84.78,1173.37,0,2,Two year,Fiber,Yes,0
47,44.6,2032.61,1,0,Month-to-month,Fiber,Yes,0
30,56.94,1555.86,0,0,Month-to-month,DSL,No,0
5,89.53,459.89,5,0,Two year,None,No,1
33,96.32,3127.12,3,0,Month-to-month,Fiber,Yes,1
14,68.23,835.34,1,0,Month-to-month,Fiber,Yes,1
18,71.12,1287.27,1,0,Month-to-month,DSL,No,1
64,88.96,5770.09,2,0,Month-to-month,DSL,Yes,1
52,73.29,3813.35,0,1,Month-to-month,Fiber,Yes,0
10,37.66,270.0,1,0,Month-to-month,DSL,Yes,1
62,49.68,3128.07,2,0,Month-to-month,DSL,No,0
42,75.88,3290.39,1,0,Month-to-month,Fiber,Yes,1
63,100.39,6545.69,0,1,One year,DSL,Yes,0
54,110.4,6105.76,5,0,Two year,Fiber,No,0
25,89.49,2136.67,2,1,One year,Fiber,Yes,1
39,77.18,3095.92,3,3,One year,DSL,Yes,0
39,88.72,3485.75,1,3,Two year,Fiber,Yes,0
52,53.33,2658.01,2,1,Month-to-month,DSL,No,0
18,66.17,1219.43,0,0,Month-to-month,DSL,Yes,0
24,49.4,1377.39,1,1,Month-to-month,Fiber,Yes,1
18,38.78,817.65,2,0,Month-to-month,Fiber,No,0
22,78.34,1622.11,1,1,Two year,DSL,No,0
12,74.64,897.03,3,4,Month-to-month,Fiber,Yes,1
3,87.19,310.74,2,0,Two year,Fiber,Yes,0
68,83.65,5515.4,2,1,Month-to-month,Fiber,Yes,0
6,76.07,286.85,1,0,Month-to-month,DSL,Yes,0
64,83.92,5386.05,2,1,Month-to-month,Fiber,Yes,1
1,68.93,85.7,1,0,Month-to-month,Fiber,No,0
56,80.32,4314.17,4,1,Month-to-month,DSL,No,0
24,51.85,1283.11,1,1,One year,Fiber,No,0
38,79.24,3119.92,0,1,Month-to-month,Fiber,Yes,1
21,86.71,1799.09,2,1,Two year,DSL,Yes,0
36,53.26,1923.27,0,0,Two year,Fiber,No,0
33,71.3,2409.9,1,1,Month-to-month,Fiber,Yes,1
39,54.41,2165.89,1,1,Two year,DSL,Yes,0
29,56.84,1481.42,0,0,Month-to-month,None,Yes,0
39,41.88,1542.68,2,0,Month-to-month,Fiber,Yes,1
60,101.64,6059.08,2,1,Month-to-month,Fiber,Yes,1
32,96.64,3006.47,3,0,One year,Fiber,Yes,1
27,83.44,2399.46,3,1,Month-to-month,None,No,1
10,119.3,1256.5,2,2,One year,Fiber,Yes,0
26,65.27,1586.02,2,1,Two year,Fiber,Yes,0
10,130.0,1278.57,1,2,Month-to-month,DSL,Yes,1
14,64.31,1013.4,1,2,Two year,DSL,Yes,1
69,76.38,5205.58,4,0,One year,Fiber,Yes,0
7,60.06,505.55,4,2,Month-to-month,Fiber,Yes,0
35,79.31,2914.1,0,0,Month-to-month,Fiber,Yes,1
61,90.89,5665.93,1,0,Month-to-month,DSL,Yes,0
69,67.15,4651.53,0,0,Month-to-month,DSL,No,0
11,114.42,1383.7,1,0,One year,DSL,Yes,0
12,75.98,859.52,1,1,Month-to-month,Fiber,Yes,0
27,76.76,2321.17,2,0,Month-to-month,DSL,No,0
40,47.28,1915.09,1,1,One year,DSL,No,0
70,80.46,5747.05,2,0,One year,None,No,0
15,66.65,963.54,2,1,Two year,Fiber,Yes,0
12,54.79,707.47,3,1,Month-to-month,Fiber,No,1
19,50.59,1015.52,1,0,One year,DSL,Yes,0
63,130.0,8097.12,0,1,Month-to-month,Fiber,No,0
3,63.41,94.39,2,1,One year,Fiber,No,0
28,33.58,919.66,1,1,Month-to-month,DSL,Yes,1
9,52.54,583.43,1,2,Month-to-month,Fiber,No,0
12,68.71,641.39,0,0,Two year,None,No,0
67,83.67,5569.38,0,1,One year,DSL,Yes,0
1,83.87,214.86,2,0,One year,None,Yes,1
24,86.92,1962.76,0,1,Month-to-month,DSL,No,1
66,53.88,3681.37,3,0,One year,DSL,Yes,1
44,78.51,3341.71,3,1,Month-to-month,DSL,Yes,1
6,48.1,196.94,2,0,Month-to-month,None,Yes,1
34,54.51,1838.58,2,2,Month-to-month,Fiber,No,1
70,47.06,3481.36,3,0,Month-to-month,Fiber,No,0
29,40.29,1104.42,1,0,Month-to-month,Fiber,Yes,1
39,96.61,3594.31,1,1,One year,Fiber,No,1
39,87.22,3261.2,1,3,Month-to-month,Fiber,No,1
48,94.42,4625.19,0,0,Two year,Fiber,Yes,1
14,70.98,858.29,2,0,Two year,Fiber,Yes,0
61,89.42,5573.43,1,0,Month-to-month,Fiber,Yes,0
72,25.97,1876.66,2,0,One year,Fiber,No,0
11,91.58,1004.12,2,1,Month-to-month,DSL,Yes,1
59,74.43,4420.98,2,0,Two year,Fiber,Yes,0
59,85.68,4974.89,1,2,Month-to-month,DSL,Yes,0
54,79.5,4306.82,0,2,Month-to-month,None,Yes,1
27,45.32,1104.43,2,1,Month-to-month,Fiber,Yes,0
34,32.55,1241.56,1,0,Two year,DSL,Yes,0
61,52.2,3081.39,2,0,Month-to-month,DSL,Yes,0
12,84.12,1053.36,2,0,Two year,Fiber,No,0
60,87.25,5131.66,2,2,Month-to-month,Fiber,No,1
67,35.8,2345.38,2,1,One year,Fiber,No,0
50,45.47,2236.24,0,0,Month-to-month,Fiber,Yes,1
25,51.92,1596.11,4,1,Month-to-month,DSL,Yes,0
41,61.07,2502.32,0,1,Month-to-month,Fiber,No,1
4,35.95,61.64,3,1,Month-to-month,Fiber,Yes,0
68,34.45,2298.06,0,0,One year,Fiber,Yes,1
25,49.45,1085.89,1,1,One year,Fiber,Yes,1
5,72.16,344.5,0,0,Month-to-month,None,Yes,0
58,40.49,2533.25,2,1,Month-to-month,DSL,Yes,1
48,67.1,3254.64,0,0,Month-to-month,Fiber,No,0
45,96.46,4431.21,0,0,One year,Fiber,No,0
4,37.46,58.83,2,1,One year,Fiber,No,0
55,64.84,3545.8,1,2,Two year,DSL,No,0
46,95.62,4418.86,0,0,Two year,Fiber,No,0
58,59.54,3380.98,1,0,Month-to-month,DSL,Yes,0
60,55.66,3379.5,0,1,Month-to-month,DSL,Yes,0
16,99.09,1646.94,1,1,Two year,DSL,No,0
16,62.34,1051.8,1,1,Month-to-month,Fiber,Yes,0
67,97.61,6524.92,0,0,Month-to-month,DSL,No,0
39,80.72,3257.33,0,2,Month-to-month,Fiber,Yes,1
32,61.43,1939.96,2,2,One year,None,Yes,0
21,81.99,1686.96,2,1,One year,Fiber,No,0
47,78.01,3810.68,0,1,Two year,Fiber,No,1
55,95.52,5143.02,0,0,Month-to-month,Fiber,No,0
1,56.29,0.0,0,0,Month-to-month,DSL,Yes,1
40,71.03,2754.42,1,2,Month-to-month,Fiber,Yes,1
72,68.46,4968.0,3,0,One year,DSL,Yes,1
21,87.6,1968.04,3,0,Month-to-month,DSL,No,1
21,44.37,865.73,0,0,Two year,DSL,Yes,0
64,95.42,6288.65,1,1,Month-to-month,Fiber,Yes,0
5,81.66,411.01,1,2,One year,DSL,Yes,0
29,37.08,1063.68,2,2,Two year,DSL,No,0
33,100.21,3221.82,1,1,Month-to-month,Fiber,Yes,1
58,125.85,7494.57,2,0,One year,DSL,No,0
10,95.05,935.43,1,1,Month-to-month,Fiber,Yes,1
32,105.67,3248.39,2,2,Two year,Fiber,No,1
11,72.13,1039.24,4,0,Two year,Fiber,No,1
57,28.46,1661.72,3,0,One year,DSL,Yes,0
46,23.9,1179.14,1,1,Month-to-month,DSL,Yes,1
36,76.38,2917.73,0,0,Two year,Fiber,Yes,0
29,55.2,1662.26,1,2,Two year,Fiber,Yes,0
12,47.14,663.12,1,1,One year,DSL,No,0
67,68.43,4590.33,1,2,Two year,DSL,Yes,0
47,85.39,4086.69,1,0,Month-to-month,Fiber,Yes,1
23,33.68,771.25,3,0,Month-to-month,DSL,No,1
30,58.78,1761.32,0,1,Month-to-month,Fiber,Yes,0
53,107.75,5722.55,4,2,Month-to-month,Fiber,Yes,1
52,43.12,2202.44,3,2,Month-to-month,Fiber,No,1
34,91.74,3169.73,1,0,One year,Fiber,No,1
22,57.88,1323.58,2,1,Month-to-month,Fiber,Yes,0
48,83.64,4096.84,1,0,Month-to-month,Fiber,Yes,1
48,97.43,4740.75,1,1,One year,Fiber,Yes,0
44,88.53,4095.41,3,0,One year,Fiber,Yes,0
6,92.73,661.64,3,1,Two year,Fiber,No,0
35,41.21,1421.63,1,1,Month-to-month,Fiber,Yes,0
45,97.84,4448.17,1,0,Two year,DSL,Yes,0
69,48.68,3500.37,1,0,Month-to-month,None,Yes,0
38,76.49,2811.57,0,0,Month-to-month,None,No,1
25,76.46,2112.83,2,0,One year,DSL,No,0
41,82.13,3289.79,8,1,Month-to-month,Fiber,Yes,1
13,78.42,1109.54,4,1,One year,Fiber,Yes,0
7,48.9,342.99,2,0,Month-to-month,None,Yes,1
49,36.25,1771.32,4,1,Month-to-month,Fiber,Yes,1
72,91.81,6479.94,1,1,Month-to-month,DSL,No,0
61,74.65,4644.15,1,1,Month-to-month,Fiber,No,0
43,98.73,4116.74,1,0,Month-to-month,DSL,No,1
3,68.88,62.37,0,1,Month-to-month,Fiber,Yes,0
72,34.87,2626.67,2,1,Month-to-month,Fiber,No,0
33,94.15,3286.02,1,1,One year,Fiber,Yes,1
21,60.74,1208.83,0,1,Month-to-month,DSL,Yes,0
65,78.55,5206.07,0,1,One year,Fiber,Yes,0
54,53.81,2985.58,4,0,One year,Fiber,No,0
54,111.11,5990.66,3,1,Month-to-month,DSL,No,0
20,48.09,1095.3,0,0,Month-to-month,DSL,Yes,0
72,61.56,4416.26,2,2,One year,DSL,No,0
33,72.69,2450.4,2,1,Two year,Fiber,No,1
39,42.7,1539.75,0,0,Month-to-month,Fiber,No,0
55,78.26,4183.36,0,0,Two year,Fiber,Yes,0
48,110.3,5411.2,2,1,Month-to-month,Fiber,No,1
13,57.74,805.72,0,0,Month-to-month,Fiber,No,1
22,79.88,1743.08,1,1,Month-to-month,Fiber,No,1
27,20.0,730.78,1,0,Month-to-month,DSL,Yes,0
69,69.03,4952.58,3,0,Month-to-month,DSL,No,0
52,62.17,3276.96,1,2,Month-to-month,DSL,No,1
27,49.54,1191.95,2,0,Month-to-month,Fiber,Yes,1
53,97.04,5131.76,0,1,One year,Fiber,No,0
54,61.84,3256.31,3,0,Month-to-month,Fiber,Yes,0
29,65.56,1910.28,0,0,Two year,Fiber,Yes,0
30,60.57,1723.48,1,0,Two year,Fiber,Yes,1
65,22.08,1315.55,0,0,Month-to-month,None,Yes,0
41,41.7,1483.45,2,0,Month-to-month,Fiber,Yes,0
11,94.03,1051.03,3,2,Month-to-month,DSL,Yes,1
52,20.0,810.12,1,0,Two year,DSL,Yes,0
43,50.84,2154.19,1,1,Month-to-month,Fiber,Yes,1
37,60.01,2289.7,1,1,Month-to-month,Fiber,Yes,0
53,113.59,5948.09,0,1,Two year,Fiber,No,0
66,89.22,5779.71,4,2,Month-to-month,DSL,Yes,1
24,56.07,1338.91,2,3,Month-to-month,Fiber,Yes,0
31,102.61,3098.14,1,0,Two year,Fiber,Yes,0
14,51.49,739.39,2,2,Two year,DSL,Yes,0
47,95.23,4372.41,1,0,Month-to-month,Fiber,Yes,0
29,36.03,1034.36,1,1,Month-to-month,Fiber,No,1
25,96.83,2386.14,3,0,Month-to-month,DSL,Yes,1
51,59.85,3051.03,0,0,Month-to-month,DSL,Yes,0
30,44.29,1492.14,1,0,Month-to-month,Fiber,Yes,1
34,64.57,2215.41,3,1,Month-to-month,Fiber,Yes,1
32,76.93,2512.32,1,0,One year,DSL,No,1
19,57.63,1032.52,1,1,One year,Fiber,No,1
10,83.85,860.81,3,0,Two year,Fiber,Yes,1
60,55.43,3298.03,0,0,Two year,DSL,Yes,0
7,85.51,601.53,2,0,Month-to-month,Fiber,Yes,0
24,81.06,2010.23,0,1,Month-to-month,Fiber,Yes,1
49,68.48,3305.35,0,0,Month-to-month,DSL,Yes,0
10,58.97,549.85,3,0,Month-to-month,DSL,No,0
48,73.79,3493.21,2,0,Month-to-month,DSL,Yes,0
53,83.76,4388.51,1,0,One year,Fiber,Yes,0
48,121.54,5851.48,2,0,Month-to-month,Fiber,No,1
22,93.49,2020.28,2,0,Month-to-month,Fiber,Yes,1
2,94.4,338.6,0,0,Month-to-month,None,Yes,1
64,130.0,8587.92,1,1,Two year,Fiber,No,0
24,82.9,1932.78,2,0,One year,Fiber,Yes,0
58,82.12,4792.13,1,1,Month-to-month,Fiber,Yes,1
15,87.6,1417.81,1,1,Month-to-month,Fiber,No,1
12,44.78,510.74,3,1,Two year,Fiber,Yes,0
57,58.9,3258.0,1,0,Month-to-month,Fiber,No,0
68,57.35,4073.33,1,0,One year,Fiber,Yes,1
62,86.19,5412.42,0,2,One year,None,Yes,0
55,65.65,3642.38,3,1,One year,None,No,0
18,73.46,1467.25,3,1,Month-to-month,None,Yes,1
66,97.19,6491.32,1,1,Two year,DSL,No,1
49,91.58,4482.57,1,1,Month-to-month,DSL,Yes,1
13,65.96,759.78,2,2,Month-to-month,Fiber,Yes,1
10,53.25,483.17,0,2,Month-to-month,Fiber,No,1
63,98.38,6318.54,1,0,Month-to-month,DSL,Yes,0
20,89.35,1855.15,5,2,Month-to-month,Fiber,Yes,1
56,29.84,1652.57,1,0,One year,Fiber,Yes,0
10,62.17,798.37,0,3,Two year,DSL,No,0
21,74.14,1541.17,0,0,Month-to-month,Fiber,No,0
21,89.47,1977.64,1,2,Two year,DSL,Yes,0
21,92.75,1969.81,2,1,Two year,Fiber,Yes,0
49,77.1,3971.08,3,1,Month-to-month,DSL,Yes,0
66,84.63,5660.96,3,2,One year,Fiber,Yes,1
66,71.6,4730.44,2,0,Two year,Fiber,Yes,0
54,53.15,2852.42,4,1,One year,DSL,No,0
15,63.47,950.49,2,2,Month-to-month,Fiber,Yes,1
70,70.47,4860.69,0,0,Two year,Fiber,Yes,1
40,69.13,2628.65,2,2,One year,Fiber,Yes,1
40,22.86,945.3,2,0,Month-to-month,DSL,Yes,0
51,60.06,3009.86,2,0,Month-to-month,Fiber,Yes,1
56,71.41,3945.07,0,1,Month-to-month,DSL,Yes,1
69,62.97,4335.75,0,0,Month-to-month,Fiber,Yes,0
42,63.83,2686.06,0,0,Month-to-month,Fiber,No,0
44,82.2,3617.53,1,1,Month-to-month,Fiber,Yes,0
54,43.03,2497.24,1,1,Two year,DSL,Yes,0
19,29.3,622.92,1,0,One year,DSL,No,0
23,61.3,1620.58,2,0,Month-to-month,DSL,Yes,0
46,89.1,4054.83,5,1,Month-to-month,Fiber,Yes,1
5,112.19,639.32,1,1,Month-to-month,Fiber,No,1
24,89.55,2110.94,5,1,Month-to-month,Fiber,Yes,1
52,33.29,1675.14,1,0,One year,DSL,Yes,0
71,64.19,4772.1,2,1,Month-to-month,DSL,No,1
38,76.42,2826.99,0,1,Two year,Fiber,Yes,0
29,74.44,1935.58,1,2,Month-to-month,Fiber,No,0
32,83.48,2600.65,2,2,Month-to-month,Fiber,Yes,1
50,47.07,2152.86,2,0,Two year,DSL,Yes,0
40,71.62,2769.81,1,0,Month-to-month,DSL,Yes,1
2,80.51,75.15,1,1,Month-to-month,Fiber,Yes,0
39,90.64,3538.56,0,1,Month-to-month,Fiber,Yes,0
29,49.86,1240.89,0,1,One year,Fiber,Yes,0
51,61.37,3249.52,0,1,Month-to-month,DSL,Yes,0
64,20.0,1092.42,1,0,Two year,DSL,Yes,0
70,54.46,3799.67,2,0,One year,Fiber,Yes,0
44,56.89,2470.73,1,1,Two year,DSL,Yes,0
27,44.51,1284.32,0,1,One year,Fiber,Yes,0
32,74.14,2407.64,0,1,One year,DSL,Yes,0
13,68.6,1010.51,2,0,One year,DSL,No,1
68,20.0,1323.85,2,0,Month-to-month,DSL,Yes,0
62,75.39,4627.56,2,0,One year,None,Yes,0
62,46.79,2942.38,2,2,One year,DSL,No,0
24,82.14,2074.33,2,2,Month-to-month,DSL,No,1
24,37.95,993.4,2,2,One year,Fiber,Yes,1
62,70.75,4418.69,1,1,Month-to-month,DSL,Yes,0
40,62.92,2540.1,1,3,Month-to-month,DSL,No,0
51,77.58,3952.83,3,1,Month-to-month,DSL,Yes,1
36,73.12,2673.22,5,1,Month-to-month,Fiber,Yes,1
32,63.62,2239.36,1,1,Month-to-month,Fiber,Yes,0
46,31.59,1429.03,1,0,Month-to-month,Fiber,Yes,0
59,33.07,1914.67,2,0,Month-to-month,Fiber,No,1
25,55.4,1340.97,0,0,Month-to-month,Fiber,Yes,1
59,69.79,4156.72,2,0,One year,DSL,Yes,0
18,54.79,774.11,1,3,Month-to-month,Fiber,Yes,1
30,85.63,2555.4,2,0,Two year,Fiber,Yes,0
66,63.02,4247.35,1,1,Two year,Fiber,No,0
69,45.87,3112.73,1,0,Month-to-month,DSL,No,0
67,63.05,4242.86,1,1,Month-to-month,Fiber,Yes,1
23,75.65,1950.8,0,2,Month-to-month,Fiber,No,0
61,78.12,4798.61,1,1,Month-to-month,None,Yes,0
68,116.96,7729.32,3,1,Month-to-month,DSL,Yes,0
71,53.28,3641.7,1,1,One year,Fiber,Yes,0
2,68.16,111.23,1,0,One year,Fiber,Yes,0
54,80.65,4274.88,2,0,Month-to-month,Fiber,Yes,0
72,69.41,5008.18,2,0,One year,Fiber,No,0
56,57.48,3189.68,1,2,Month-to-month,Fiber,Yes,0
17,31.27,648.17,0,1,Two year,Fiber,Yes,1
55,57.23,3038.47,1,1,Two year,DSL,No,0
8,43.16,324.51,1,0,Month-to-month,Fiber,No,0
35,26.83,960.95,0,0,One year,Fiber,Yes,0
46,50.11,2339.08,3,0,Two year,DSL,Yes,0
33,43.82,1460.83,1,0,Month-to-month,Fiber,No,0
51,84.59,4073.2,1,2,Month-to-month,None,Yes,1
18,85.03,1538.82,4,1,One year,Fiber,Yes,0
44,47.4,2070.66,3,0,Month-to-month,Fiber,Yes,1
47,63.49,3070.64,1,2,Month-to-month,Fiber,Yes,0
46,23.54,1155.32,1,0,One year,DSL,Yes,1
21,57.64,1234.56,0,0,Month-to-month,Fiber,No,0
22,79.97,1790.76,1,0,Month-to-month,Fiber,Yes,1
19,90.62,1857.08,1,1,Two year,Fiber,No,1
34,52.17,1888.94,0,1,Month-to-month,DSL,Yes,1
43,96.3,4168.28,2,1,Month-to-month,DSL,Yes,1
27,32.11,1081.45,0,1,One year,Fiber,Yes,0
30,38.81,1101.46,2,3,Month-to-month,Fiber,Yes,1
21,87.74,1724.03,1,3,One year,Fiber,Yes,0
16,111.78,1787.36,2,0,One year,Fiber,No,0
48,82.34,3914.74,0,1,Month-to-month,Fiber,Yes,1
59,68.99,3823.96,0,0,Month-to-month,Fiber,Yes,1
21,20.0,354.76,4,0,Two year,Fiber,Yes,0
62,20.0,1274.36,2,1,Two year,Fiber,Yes,0
42,73.24,3070.08,1,1,Month-to-month,DSL,Yes,1
13,61.05,715.98,4,1,Month-to-month,DSL,Yes,0
27,42.35,1147.79,0,1,Month-to-month,Fiber,Yes,0
1,71.64,83.95,3,1,Two year,DSL,No,0
3,72.88,290.14,1,0,Two year,Fiber,No,0
25,93.61,2276.11,3,1,Month-to-month,DSL,Yes,1
33,73.42,2510.08,1,1,Two year,Fiber,Yes,0
58,100.71,5732.11,1,2,Month-to-month,DSL,Yes,0
10,70.2,651.66,2,1,Month-to-month,Fiber,Yes,1
61,67.12,4264.01,2,2,One year,Fiber,No,1
17,96.61,1539.94,2,0,Month-to-month,DSL,Yes,1
10,45.54,389.51,1,2,One year,Fiber,No,0
51,130.0,6504.69,2,0,Month-to-month,Fiber,Yes,1
56,79.38,4362.63,2,0,One year,Fiber,No,0
44,79.52,3512.75,2,1,Two year,None,No,0
9,83.13,818.8,5,2,Month-to-month,Fiber,No,1
9,116.93,1050.49,4,1,Month-to-month,Fiber,No,1
29,89.81,2572.1,1,0,One year,Fiber,Yes,1
33,29.87,861.55,4,1,Month-to-month,None,Yes,0
72,105.09,7493.53,0,3,One year,Fiber,Yes,1
21,61.48,1136.43,1,1,One year,Fiber,No,0
14,72.68,1091.16,2,0,Month-to-month,Fiber,No,1
69,38.02,2703.89,0,2,Two year,None,Yes,0
12,83.16,993.82,3,1,Month-to-month,Fiber,No,1
2,53.72,151.58,0,5,Month-to-month,DSL,Yes,1
31,72.5,2335.25,1,0,Month-to-month,Fiber,Yes,0
29,62.9,1834.15,2,0,One year,Fiber,Yes,0
45,118.13,5455.0,2,1,Two year,Fiber,Yes,0
64,119.56,7549.24,1,1,Month-to-month,Fiber,Yes,0
68,71.16,4804.21,3,1,Month-to-month,Fiber,No,1
21,71.6,1456.81,1,2,Month-to-month,DSL,Yes,1
71,60.66,4371.86,1,1,One year,Fiber,Yes,0
46,97.65,4348.49,1,2,Month-to-month,Fiber,Yes,0
6,61.78,515.46,3,0,Month-to-month,Fiber,Yes,1
68,59.47,4099.9,0,0,Month-to-month,DSL,No,0
10,94.46,1119.68,1,0,Month-to-month,Fiber,No,1
43,56.54,2427.27,0,1,One year,DSL,Yes,0
57,69.06,3881.17,2,4,Month-to-month,None,No,1
18,30.47,614.12,1,3,Month-to-month,Fiber,No,0
20,87.6,1855.15,0,0,Month-to-month,DSL,No,1
35,118.52,4076.82,2,2,Month-to-month,None,Yes,1
64,88.03,5434.2,2,1,Month-to-month,Fiber,Yes,0
17,106.54,1628.64,2,1,Month-to-month,Fiber,No,0
48,48.85,2370.82,1,0,Month-to-month,None,Yes,1
33,75.91,2658.99,0,0,Month-to-month,None,Yes,0
9,46.42,287.71,0,0,Month-to-month,Fiber,Yes,1
52,64.31,3316.67,1,1,One year,None,Yes,0
60,89.31,5323.47,2,1,Month-to-month,DSL,Yes,1
42,72.55,3238.96,2,2,Month-to-month,DSL,No,0
13,34.68,676.76,2,0,One year,DSL,Yes,0
12,37.12,487.94,2,4,Month-to-month,DSL,Yes,0
31,35.47,1189.4,3,1,Month-to-month,Fiber,No,1
37,82.29,3131.61,1,3,Two year,DSL,Yes,0
40,121.6,4735.86,3,0,Month-to-month,Fiber,Yes,1
18,104.06,1942.96,5,0,Two year,DSL,No,0
37,22.6,734.25,3,0,Month-to-month,Fiber,No,0
22,105.53,2304.44,1,2,Two year,Fiber,No,0
50,93.41,4784.47,1,1,Two year,DSL,Yes,0
58,31.37,1827.41,1,1,Month-to-month,Fiber,Yes,0
47,62.42,3043.99,2,1,Month-to-month,Fiber,No,1
1,97.39,227.31,3,2,One year,Fiber,No,1
72,83.76,5855.09,0,1,Month-to-month,Fiber,Yes,0
2,37.27,0.0,3,1,Month-to-month,None,No,1
72,85.27,6255.55,4,2,Two year,DSL,Yes,0
3,20.0,180.24,3,1,One year,Fiber,Yes,1
38,64.43,2473.98,2,2,Two year,DSL,Yes,0
8,98.45,826.81,1,2,Two year,Fiber,Yes,1
7,70.46,582.52,2,2,Two year,Fiber,No,0
50,57.53,2963.77,1,0,One year,Fiber,Yes,0
53,92.23,4857.97,3,0,One year,Fiber,No,0
9,94.37,944.9,3,3,Two year,Fiber,Yes,1
71,102.75,7260.67,0,0,One year,Fiber,No,0
24,91.86,2228.96,1,1,Month-to-month,Fiber,Yes,0
23,97.03,2251.79,2,0,One year,DSL,No,0
22,88.32,1857.16,3,0,Month-to-month,DSL,Yes,1
34,76.64,2531.4,0,0,Two year,Fiber,No,0
13,72.24,1162.5,2,0,One year,Fiber,Yes,1
31,64.07,1896.94,1,1,One year,DSL,Yes,0
16,39.69,672.05,2,0,Month-to-month,Fiber,No,1
4,46.12,242.45,3,2,Month-to-month,DSL,Yes,1
27,62.95,1694.22,1,2,Month-to-month,Fiber,No,0
49,76.04,3792.93,2,1,One year,Fiber,Yes,1
55,106.02,5864.02,2,1,One year,DSL,No,0
26,68.96,1705.81,3,0,Month-to-month,DSL,No,1
24,95.09,2335.77,0,0,Month-to-month,DSL,No,1
57,96.98,5473.55,0,0,Month-to-month,Fiber,Yes,0
50,64.21,3384.76,3,0,Month-to-month,None,Yes,0
60,84.87,5134.95,1,1,Two year,DSL,No,0
66,63.91,4148.16,2,0,Two year,Fiber,Yes,0
60,103.05,6217.43,2,0,One year,Fiber,No,0
68,85.9,5748.45,1,0,Month-to-month,Fiber,Yes,1
30,40.24,1232.92,0,1,Month-to-month,DSL,Yes,1
29,74.04,2124.54,0,0,Two year,DSL,No,0
24,111.2,2586.18,2,0,Two year,None,Yes,0
17,65.47,1029.03,2,1,Month-to-month,None,Yes,1
54,81.19,4627.91,3,1,One year,Fiber,Yes,1
52,83.65,4358.78,1,2,Month-to-month,Fiber,No,1
58,44.08,2513.72,4,0,Month-to-month,DSL,Yes,0
13,82.77,1015.49,3,1,Two year,DSL,No,0
36,35.15,1312.66,0,2,Two year,DSL,Yes,0
16,54.36,805.9,0,0,Two year,Fiber,Yes,0
65,96.89,6188.59,0,3,Month-to-month,DSL,Yes,1
20,78.92,1575.14,1,1,Month-to-month,DSL,Yes,0
11,62.39,682.27,3,0,Two year,DSL,Yes,0
42,81.16,3367.08,2,2,One year,DSL,Yes,1
64,68.5,4294.72,0,1,Month-to-month,Fiber,Yes,0
66,70.31,4601.66,1,0,Month-to-month,Fiber,No,0
7,86.42,557.98,2,0,Month-to-month,Fiber,Yes,0
24,51.82,1182.74,1,1,One year,Fiber,Yes,1
12,71.01,879.75,3,1,Two year,Fiber,Yes,0
23,62.19,1653.07,0,1,Month-to-month,Fiber,Yes,0
39,30.36,1317.21,2,0,Month-to-month,DSL,No,0
21,46.99,1180.95,1,1,Month-to-month,DSL,No,1
5,109.21,489.26,2,1,One year,Fiber,No,1
37,79.62,3113.34,1,2,Month-to-month,Fiber,Yes,1
4,36.91,170.37,3,3,Month-to-month,Fiber,Yes,1
17,31.49,633.99,3,1,One year,DSL,No,0
1,67.2,112.97,1,2,Month-to-month,DSL,No,1
7,109.03,728.88,3,1,One year,DSL,Yes,0
32,65.33,2162.54,1,0,One year,Fiber,Yes,0
62,102.67,6414.34,3,2,Month-to-month,Fiber,No,1
56,78.8,4235.88,1,1,One year,DSL,No,0
8,81.78,641.84,1,3,One year,DSL,Yes,1
3,36.61,197.06,0,0,One year,DSL,Yes,0
25,93.44,2363.69,0,1,One year,DSL,No,1
47,61.63,2943.4,2,0,Month-to-month,Fiber,No,0
54,91.58,4870.03,2,3,Month-to-month,Fiber,Yes,1
60,49.65,3004.37,0,2,Month-to-month,Fiber,Yes,0
25,74.43,1851.02,3,2,Month-to-month,Fiber,Yes,0
13,78.8,1004.06,1,0,Month-to-month,None,No,1
2,66.15,64.37,1,1,Month-to-month,Fiber,No,1
11,80.11,972.74,2,1,One year,None,Yes,0
5,63.34,351.25,0,1,Month-to-month,None,Yes,1
62,53.77,3358.41,1,1,Two year,DSL,No,0
20,110.14,2407.82,1,0,One year,DSL,Yes,1
60,96.22,5820.81,0,1,Month-to-month,DSL,Yes,0
40,50.98,2159.18,1,1,One year,Fiber,Yes,0
39,84.21,3311.53,1,0,Month-to-month,Fiber,Yes,1
33,51.43,1661.97,3,1,Two year,DSL,No,0
59,40.38,2276.68,1,1,Two year,Fiber,Yes,1
4,95.85,407.52,1,1,Two year,Fiber,No,1
7,27.4,0.0,3,0,One year,Fiber,Yes,1
31,93.17,2915.56,0,0,Two year,Fiber,Yes,1
29,63.68,1878.32,2,2,One year,DSL,No,0
